DT_YEAR_COLLISION,DT_MONTH_COLLISION,DT_TIME,CD_NIS,TX_RGN_COLLISION_FR,TX_RGN_COLLISION_NL,TX_PROV_COLLISION_FR,TX_PROV_COLLISION_NL,TX_MUNTY_COLLISION_FR,TX_MUNTY_COLLISION_NL,MS_X_COORD,MS_Y_COORD,CD_CROSSWAY,TX_CROSSWAY_FR,TX_CROSSWAY_NL,CD_WEATHER,TX_WEATHER_FR,TX_WEATHER_NL,CD_ROAD_CONDITION,TX_ROAD_CONDITION_FR,TX_ROAD_CONDITION_NL,CD_BUILD_UP_AREA,TX_BUILD_UP_AREA_FR,TX_BUILD_UP_AREA_NL,CD_LIGHT_CONDITION,TX_LIGHT_CONDITION_FR,TX_LIGHT_CONDITION_NL,CD_ROAD_TYPE,CD_ROAD_TYPE_FR,CD_ROAD_TYPE_NL,CD_CLASS_ACCIDENTS,TX_CLASS_ACCIDENTS_FR,TX_CLASS_ACCIDENTS_NL,CD_ROAD_USR_TYPE1,TX_ROAD_USR_TYPE1_FR,TX_ROAD_USR_TYPE1_NL,CD_ROAD_USR_TYPE2,TX_ROAD_USR_TYPE2_FR,TX_ROAD_USR_TYPE2_NL,CD_COLLISION_TYPE,TX_COLLISON_TYPE_FR,TX_COLLISION_TYPE_NL,CD_OBSTACLES,TX_OBSTACLES_FR,TX_OBSTACLES_NL,LAT,LON
2024,06,17,34022,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Courtrai,Kortrijk, 72751.363020,168853.782216,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,08,Piéton,Voetganger,03,Bicyclette,Fiets,5,Avec un piéton,Met een voetganger,-3,Présence d'obstacle non mentionnée,Geen vermelding van de aanwezigheid van een hindernis,50.824987,3.272339
2024,06,19,34022,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Courtrai,Kortrijk, 70765.156498,169630.568644,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,99,inconnu,onbekend,99,inconnu,onbekend,9,Autre ou inconnu,Andere of onbekend,-3,Présence d'obstacle non mentionnée,Geen vermelding van de aanwezigheid van een hindernis,50.831702,3.243986
2024,06,00,34023,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Kuurne,Kuurne, 73737.462834,171505.988462,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,4,Nuit, pas d'éclairage public présent,Nacht, geen openbare verlichting aanwezig,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,10,usager seul,één bestuurder, geen hindernis,8,Un seul usager, pas d'obstacle (chute incl.),50.848956,3.285785
2024,06,12,34023,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Kuurne,Kuurne, 74417.939021,172494.969353,1,Carrefour,Op Kruispunt,2,Pluie,Regenval,2,Humide, mouillé, flaques,Nat, plassen,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,99,inconnu,onbekend,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),50.857934,3.295243
2024,06,16,34022,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Courtrai,Kortrijk, 75256.374540,167066.185502,1,Carrefour,Op Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,06,Cyclomoteur,Bromfiets,A,Entre 2 conducteurs: Flanc contre flanc,Tussen 2 bestuurders: Flank tegen flank,0,Pas d’obstacle,Geen hindernis,50.809245,3.308251
2024,06,08,34022,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Courtrai,Kortrijk, 70325.672715,166699.264262,1,Carrefour,Op Kruispunt,9,Inconnues, indéterminées,Onbekend,9,Inconnu, indéterminé,Onbekend,9,inconnu,onbekend,9,Inconnu, indéterminé,Onbekend,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,08,Piéton,Voetganger,5,Avec un piéton,Met een voetganger,50.805294,3.238381
2024,06,15,34022,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Courtrai,Kortrijk, 71421.580527,169007.377078,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,03,Bicyclette,Fiets,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),0,Pas d’obstacle,Geen hindernis,50.826189,3.253435
2024,06,08,34025,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Lendelede,Lendelede, 71025.255482,176153.804649,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1/4,Sec+Propre,Droog+Proper,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,09,Voiture,personenauto,1,Collision en chaîne (3 conducteurs ou plus),Kettingbotsing (3 bestuurders of meer),0,Pas d’obstacle,Geen hindernis,50.890371,3.246279
2024,06,08,34022,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Courtrai,Kortrijk, 70603.304488,170283.641716,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,03,Bicyclette,Fiets,3,Entre 2 conducteurs: Par l'arrière,Tussen 2 bestuurders: Langs achteren,0,Pas d’obstacle,Geen hindernis,50.83755,3.241548
2024,06,15,34022,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Courtrai,Kortrijk, 71270.752715,169490.397704,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,07,Motocyclette,Motorfiets,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),0,Pas d’obstacle,Geen hindernis,50.830511,3.251192
2024,06,09,34022,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Courtrai,Kortrijk, 69200.124153,169188.549531,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,07,Motocyclette,Motorfiets,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),0,Pas d’obstacle,Geen hindernis,50.827514,3.22187
2024,06,06,34023,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Kuurne,Kuurne, 74200.416717,173203.904265,1,Carrefour,Op Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,06,Cyclomoteur,Bromfiets,A,Entre 2 conducteurs: Flanc contre flanc,Tussen 2 bestuurders: Flank tegen flank,0,Pas d’obstacle,Geen hindernis,50.864278,3.292008
2024,06,15,34022,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Courtrai,Kortrijk, 72026.299339,168703.903404,2,Hors carrefour,Buiten Kruispunt,9,Inconnues, indéterminées,Onbekend,9,Inconnu, indéterminé,Onbekend,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,03,Bicyclette,Fiets,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),0,50.823543,3.262081
2024,06,12,34022,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Courtrai,Kortrijk, 70154.369132,170615.965157,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,06,Cyclomoteur,Bromfiets,10,usager seul,één bestuurder, geen hindernis,8,Un seul usager, pas d'obstacle (chute incl.),Eén bestuurder, geen hindernis (incl. val),50.840476,3.235103
2024,06,12,34025,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Lendelede,Lendelede, 70807.064716,175605.018250,1,Carrefour,Op Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,03,Bicyclette,Fiets,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),0,Pas d’obstacle,Geen hindernis,50.885409,3.243296
2024,06,21,36015,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Roulers,Roeselare, 62848.288714,181824.438284,1,Carrefour,Op Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,2,Aube, crépuscule,Dageraad - schemering,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,09,Voiture,personenauto,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),0,Pas d’obstacle,50.940171,3.128734
2024,06,17,34022,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Courtrai,Kortrijk, 71567.164748,169524.358280,1,Carrefour,Op Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,03,Bicyclette,Fiets,09,Voiture,personenauto,2,Entre 2 conducteurs: Collision frontale,Tussen 2 bestuurders: Frontale botsing,0,Pas d’obstacle,Geen hindernis,50.830856,3.255391
2024,06,09,34022,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Courtrai,Kortrijk, 75322.294924,162141.952389,1,Carrefour,Op Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,07,Motocyclette,Motorfiets,09,Voiture,personenauto,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),0,Pas d’obstacle,Geen hindernis,50.764991,3.310181
2024,06,19,34022,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Courtrai,Kortrijk, 73175.234764,168793.423304,1,Carrefour,Op Kruispunt,2,Pluie,Regenval,2,Humide, mouillé, flaques,Nat, plassen,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,03,Bicyclette,Fiets,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),50.8245,3.278367
2024,06,15,34022,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Courtrai,Kortrijk, 71075.174610,165146.017756,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,2,Humide, mouillé, flaques,Nat, plassen,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,03,Bicyclette,Fiets,A,Entre 2 conducteurs: Flanc contre flanc,Tussen 2 bestuurders: Flank tegen flank,50.791434,3.249345
2024,05,16,34022,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Courtrai,Kortrijk, 72790.587724,169245.353288,1,Carrefour,Op Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,03,Bicyclette,Fiets,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),0,Pas d’obstacle,Geen hindernis,50.828511,3.272814
2024,06,17,34022,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Courtrai,Kortrijk, 73512.640716,167364.485255,1,Carrefour,Op Kruispunt,1,Normales,Normaal,4,Propre,Proper,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,03,Bicyclette,Fiets,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),0,Pas d’obstacle,Geen hindernis,50.8117,3.283451
2024,06,12,34022,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Courtrai,Kortrijk,,,1,Carrefour,Op Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,09,Voiture,personenauto,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),0,Pas d’obstacle,Geen hindernis,,
2024,06,09,34022,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Courtrai,Kortrijk, 72409.405563,168925.256399,1,Carrefour,Op Kruispunt,9,Inconnues, indéterminées,Onbekend,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,99,inconnu,onbekend,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),0,Pas d’obstacle,50.825584,3.267471
2024,06,08,34022,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Courtrai,Kortrijk, 73430.136943,169630.854628,2,Hors carrefour,Buiten Kruispunt,9,Inconnues, indéterminées,Onbekend,9,Inconnu, indéterminé,Onbekend,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,03,Bicyclette,Fiets,04,Camion,Vrachtwagen,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),0,50.832061,3.281811
2024,06,19,34022,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Courtrai,Kortrijk, 69808.448715,170180.497288,1,Carrefour,Op Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,09,Voiture,personenauto,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),0,Pas d’obstacle,Geen hindernis,50.836514,3.230287
2024,06,18,34022,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Courtrai,Kortrijk, 71681.913740,168858.438279,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,03,Bicyclette,Fiets,A,Entre 2 conducteurs: Flanc contre flanc,Tussen 2 bestuurders: Flank tegen flank,0,Pas d’obstacle,Geen hindernis,50.824886,3.257161
2024,06,18,34022,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Courtrai,Kortrijk, 72152.469661,171266.924792,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,99,inconnu,onbekend,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),0,Pas d’obstacle,Geen hindernis,50.846597,3.263331
2024,06,08,34022,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Courtrai,Kortrijk, 72315.046732,167568.594247,1,Carrefour,Op Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,03,Bicyclette,Fiets,A,Entre 2 conducteurs: Flanc contre flanc,Tussen 2 bestuurders: Flank tegen flank,0,Pas d’obstacle,Geen hindernis,50.813377,3.266418
2024,06,14,34022,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Courtrai,Kortrijk, 73586.008652,168356.568071,1,Carrefour,Op Kruispunt,1,Normales,Normaal,2,Humide, mouillé, flaques,Nat, plassen,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,3,Avec blessé(s) grave(s),met zwaargewonden,09,Voiture,personenauto,03,Bicyclette,Fiets,2,Entre 2 conducteurs: Collision frontale,Tussen 2 bestuurders: Frontale botsing,50.820627,3.284287
2024,06,08,34022,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Courtrai,Kortrijk, 71397.804727,169854.660162,2,Hors carrefour,Buiten Kruispunt,2,Pluie,Regenval,2,Humide, mouillé, flaques,Nat, plassen,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,03,Bicyclette,Fiets,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),50.833802,3.252917
2024,06,14,34022,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Courtrai,Kortrijk, 73109.898764,169755.657288,1,Carrefour,Op Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,99,inconnu,onbekend,99,inconnu,onbekend,9,Autre ou inconnu,Andere of onbekend,-3,Présence d'obstacle non mentionnée,Geen vermelding van de aanwezigheid van een hindernis,50.833141,3.277239
2024,06,11,34022,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Courtrai,Kortrijk, 69714.192715,169075.981255,1,Carrefour,Op Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,03,Bicyclette,Fiets,09,Voiture,personenauto,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),0,Pas d’obstacle,Geen hindernis,50.826573,3.22919
2024,06,12,34022,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Courtrai,Kortrijk, 73657.780748,168694.673288,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,03,Bicyclette,Fiets,03,Bicyclette,Fiets,2,Entre 2 conducteurs: Collision frontale,Tussen 2 bestuurders: Frontale botsing,0,Pas d’obstacle,Geen hindernis,50.823676,3.285235
2024,05,17,34022,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Courtrai,Kortrijk, 74050.768279,168370.908546,2,Hors carrefour,Buiten Kruispunt,2,Pluie,Regenval,2,Humide, mouillé, flaques,Nat, plassen,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,99,inconnu,onbekend,99,inconnu,onbekend,9,Autre ou inconnu,Andere of onbekend,50.820817,3.290879
2024,06,09,34023,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Kuurne,Kuurne, 74362.687757,171936.110281,1,Carrefour,Op Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,99,inconnu,onbekend,99,inconnu,onbekend,9,Autre ou inconnu,Andere of onbekend,-3,Présence d'obstacle non mentionnée,Geen vermelding van de aanwezigheid van een hindernis,50.852904,3.294574
2024,06,09,34022,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Courtrai,Kortrijk, 72989.937740,169061.903304,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,1,Avec tué(s),Met doden,99,inconnu,onbekend,99,inconnu,onbekend,9,Autre ou inconnu,Andere of onbekend,-3,Présence d'obstacle non mentionnée,Geen vermelding van de aanwezigheid van een hindernis,50.826889,3.275681
2024,06,07,34042,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Zwevegem,Zwevegem, 82601.094214,165695.101916,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,07,Motocyclette,Motorfiets,09,Voiture,personenauto,2,Entre 2 conducteurs: Collision frontale,Tussen 2 bestuurders: Frontale botsing,0,Pas d’obstacle,Geen hindernis,50.797817,3.4127
2024,06,17,34003,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Avelgem,Avelgem, 85290.268918,163448.538132,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,03,Bicyclette,Fiets,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),0,Pas d’obstacle,Geen hindernis,50.777927,3.451235
2024,06,07,34042,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Zwevegem,Zwevegem, 77710.247417,168387.109960,1,Carrefour,Op Kruispunt,2,Pluie,Regenval,2,Humide, mouillé, flaques,Nat, plassen,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,06,Cyclomoteur,Bromfiets,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),50.821429,3.342804
2024,06,16,34022,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Courtrai,Kortrijk, 69380.702741,168585.421775,1,Carrefour,Op Kruispunt,9,Inconnues, indéterminées,Onbekend,9,Inconnu, indéterminé,Onbekend,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,99,inconnu,onbekend,99,inconnu,onbekend,0,Type de collision non mentionné,Geen vermelding van de type aanrijding,-1,50.822118,3.224565
2024,06,06,34002,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Anzegem,Anzegem, 81525.015760,170027.704265,1,Carrefour,Op Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,07,Motocyclette,Motorfiets,A,Entre 2 conducteurs: Flanc contre flanc,Tussen 2 bestuurders: Flank tegen flank,0,Pas d’obstacle,Geen hindernis,50.836636,3.396633
2024,05,16,34022,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Courtrai,Kortrijk, 71317.419278,172015.282704,2,Hors carrefour,Buiten Kruispunt,9,Inconnues, indéterminées,Onbekend,9,Inconnu, indéterminé,Onbekend,9,inconnu,onbekend,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,99,inconnu,onbekend,99,inconnu,onbekend,0,Type de collision non mentionné,Geen vermelding van de type aanrijding,-1,50.853212,3.251315
2024,06,14,34003,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Avelgem,Avelgem,,,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,06,Cyclomoteur,Bromfiets,03,Bicyclette,Fiets,A,Entre 2 conducteurs: Flanc contre flanc,Tussen 2 bestuurders: Flank tegen flank,0,Pas d’obstacle,Geen hindernis,,
2024,06,16,34043,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Espierres-Helchin,Spiere-Helkijn, 80532.373504,158695.467039,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,07,Motocyclette,Motorfiets,11,usager/obstacle,een weggebruiker tegen een hindernis,6,Usager contre obstacle situé sur la chaussée,Weggebruiker tegen hindernis op de rijbaan,53,Sur la chaussée: Chargement,Op de rijbaan: Lading,50.734655,3.384673
